SMS,Cluster,Cluster_Label
still looking job much earn,2,Casual Communication
jus ans lar noe later,2,Casual Communication
lecture,2,Casual Communication
laptop noe infra slow lar wan fast one,2,Casual Communication
enough trouble sleeping,2,Casual Communication
always looking excuse city,2,Casual Communication
supposed meet discuss abt trip thought xuhui told afternoon thought lesson,2,Casual Communication
excellent see riley plans,2,Casual Communication
absolutely love south park recently started watching office,2,Casual Communication
tell drug dealer getting impatient,2,Casual Communication
lets use next week princess,2,Casual Communication
weird know one point,2,Casual Communication
arun transfr amt,2,Casual Communication
ard like dat lor,2,Casual Communication
wana plan trip sometme,2,Casual Communication
omw castor,2,Casual Communication
got smaller capacity one quite,2,Casual Communication
forced eat slice really hungry tho sucks mark getting worried knows sick turn pizza lol,2,Casual Communication
got another job one hospital data analysis something starts monday sure thesis got finished,2,Casual Communication
bag,2,Casual Communication
cme want hos 2morow wil cme got dear didnt say time,2,Casual Communication
tell make little spreadsheet track whose idea smoke determine smokes much entire month february come,2,Casual Communication
also fuck family going rhode island wherever fuck leaving alone week new bong,2,Casual Communication
work something,2,Casual Communication
yes nigh cant aha,2,Casual Communication
yun wkg btw nus wana specialise wad,2,Casual Communication
cant think anyone spare room top head,2,Casual Communication
dont think turns like randomlly within 5min opening,2,Casual Communication
lol well without could big sale together,2,Casual Communication
people table lambda,2,Casual Communication
yeah worse,2,Casual Communication
reach ard mins,2,Casual Communication
paying attention,2,Casual Communication
like seconds,2,Casual Communication
really crashed cuddled sofa,2,Casual Communication
got job whats,2,Casual Communication
collecting laptop going configure settings izzit,2,Casual Communication
tell anything,2,Casual Communication
pls ask macho much budget bold cos saw new one dollars,2,Casual Communication
tired arguing week week want,2,Casual Communication
make list,2,Casual Communication
sister got placed birla soft,2,Casual Communication
whole car appreciated last two dad map reading semi argument apart things going,2,Casual Communication
yup msg tat yijue tot group mate cos meeting today mah askin leaving earlier wat mah cos mayb haf walk far,2,Casual Communication
asking knw may frnds classmates,2,Casual Communication
escape theatre going watch kavalan minutes,2,Casual Communication
darren saying dat meeting den dun meet dinner cos later leave feel awkward den meet lunch lor,2,Casual Communication
left already orchard,2,Casual Communication
shopping ger toking abt syd leh haha,2,Casual Communication
theory test going book think may coz thought wanna jiayin isnt free,2,Casual Communication
super good replacement murali,2,Casual Communication
want kfc tuesday buy meals gravy mark,2,Casual Communication
latest still scrounge ammo want give new try,2,Casual Communication
kay since already,2,Casual Communication
cinema plus drink appeal tomo thriller director like mac,2,Casual Communication
tonight yeah,2,Casual Communication
yup next stop,2,Casual Communication
generally one uncountable noun dictionary pieces research,2,Casual Communication
sure driving reach destination soon,2,Casual Communication
meeting rite home lor dun feel like comin,2,Casual Communication
hols yes bit run forgot hairdressers appointment four need get home shower beforehand cause prob,2,Casual Communication
vijay going talk jaya,2,Casual Communication
dear going rubber place,2,Casual Communication
think chennai well settled,2,Casual Communication
chill another 6hrs could sleep pain surgical emergency see unfolds okay,2,Casual Communication
already squatting new way walking,2,Casual Communication
guys getting back said thinking staying mcr,2,Casual Communication
prakesh know,2,Casual Communication
stitch trouser,2,Casual Communication
drinkin,2,Casual Communication
plan pongal,2,Casual Communication
random saw old roomate campus graduated,2,Casual Communication
captain vijaykanth comedy captain drunken,2,Casual Communication
great escape fancy bridge needs lager see tomo,2,Casual Communication
would great guild could meet bristol road somewhere get touch weekend plans take flight good week,2,Casual Communication
wanted ask wait finish lect cos lect finishes hour anyway,2,Casual Communication
got seventeen pounds seven hundred hope,2,Casual Communication
let know changes next 6hrs even appendix age range however impossible chill let know 6hrs,2,Casual Communication
whats todays plan,2,Casual Communication
going bath msg next min,2,Casual Communication
going take bath ill place key window,2,Casual Communication
din tell jus 420,2,Casual Communication
call done,2,Casual Communication
havent,2,Casual Communication
never lei lazy got wat dat day send url cant work one,2,Casual Communication
idk sitting stop shop parking lot right bawling eyes feel like failure everything nobody wants feel like failing,2,Casual Communication
done studyn library,2,Casual Communication
oclock mine bash flat plan,2,Casual Communication
nah think goes usf lives around though,2,Casual Communication
thinked first time saw class,2,Casual Communication
lotta childporn cars,2,Casual Communication
ugh got outta class,2,Casual Communication
ooh 4got gonna start belly dancing moseley weds want join cafe,2,Casual Communication
right work,2,Casual Communication
dunno jus say lido time 930,2,Casual Communication
yeah jay sort fucking retard,2,Casual Communication
didnt know meant yep baby jontin,2,Casual Communication
height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane made students dey hurried plane didnt move said made students wont even start datz confidence,2,Casual Communication
yes watching footie worried going blow phil neville,2,Casual Communication
lemme know,2,Casual Communication
said got wisdom teeth hidden inside mayb need remove,2,Casual Communication
meet library,2,Casual Communication
course guess god got hold right,2,Casual Communication
yeah pretty much best case scenario,2,Casual Communication
noe send files computers,2,Casual Communication
please tell car keys purse,2,Casual Communication
house maid murderer coz man murdered january public holiday govt instituitions closed including post office understand,2,Casual Communication
lol know dramatic schools already closed tomorrow apparently drive inch snow supposed get,2,Casual Communication
sorry grocers,2,Casual Communication
finished work yet something,2,Casual Communication
enjoy shows,2,Casual Communication
hey going lesson gym,2,Casual Communication
bring tat forget,2,Casual Communication
watching telugu movie wat abt,2,Casual Communication
ebay might less elsewhere,2,Casual Communication
sorry got late start way,2,Casual Communication
bought test yesterday something lets know exact day ovulate get 3wks pls pls dont fret know worried pls relax also anything past history need tell,2,Casual Communication
didnt holla,2,Casual Communication
except theres chick huge boobs,2,Casual Communication
hurry home big butt hang last caller food done starving ask cooked,2,Casual Communication
happen tonight,2,Casual Communication
huh lei,2,Casual Communication
gei happend tron maybe ill,2,Casual Communication
think mentor 100 percent sure,2,Casual Communication
live next mins,2,Casual Communication
cramps stopped going back sleep,2,Casual Communication
opening mca,2,Casual Communication
alright sure let know leaving,2,Casual Communication
bull plan floating ikea without care world live mess another day,2,Casual Communication
yeah hopefully tyler could maybe ask around bit,2,Casual Communication
parked next mini coming today think,2,Casual Communication
guys see movies side,2,Casual Communication
come round,2,Casual Communication
new years plans,2,Casual Communication
goal arsenal henry liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins,2,Casual Communication
want inside every night,2,Casual Communication
asked money far,2,Casual Communication
need drug anymore,2,Casual Communication
want finally lunch today,2,Casual Communication
oops let know roommate done,2,Casual Communication
yeah sorry tell pub cafe sit come wen,2,Casual Communication
got rumour going buy apartment chennai,2,Casual Communication
yijue meeting esaplanade tonight,2,Casual Communication
head mins see,2,Casual Communication
hey project started aha,2,Casual Communication
means february april getting place stay hustle back forth audition season since sister moved away harlem,2,Casual Communication
necessarily expect done get back though headin,2,Casual Communication
lara said loan,2,Casual Communication
training process,2,Casual Communication
yeah get random dude need change info sheets party never study safe,2,Casual Communication
alright head minutes text meet,2,Casual Communication
haha sounds crazy dunno tahan anot,2,Casual Communication
meeting darren,2,Casual Communication
okie,2,Casual Communication
people game mall iouri kaila,2,Casual Communication
still west coast haiz take forever come back,2,Casual Communication
elaine today meeting confirmed,2,Casual Communication
double eviction week spiral michael good riddance,2,Casual Communication
room,2,Casual Communication
change windows logoff sound,2,Casual Communication
april cant wait,2,Casual Communication
paper today morn aft,2,Casual Communication
get home,2,Casual Communication
havent lei next mon,2,Casual Communication
wat time finish,2,Casual Communication
sorry pain meet another night spent late afternoon casualty means done stuff42moro includes time sheets sorry,2,Casual Communication
probably eat today think gonna pop weekend miss,2,Casual Communication
like spoiled,2,Casual Communication
hhahhaahahah rofl wtf nig leonardo room something,2,Casual Communication
take something pain moves however side next 6hrs see doctor,2,Casual Communication
nothing,2,Casual Communication
btw regarding really try see anyone else 4th guy commit random dude,2,Casual Communication
got hip hop open haha thinking jazz zoom cine actually tonight free leh lesson tonight,2,Casual Communication
way going back,2,Casual Communication
dunno lei decide lor abt leona oops tot ben going msg,2,Casual Communication
pls tell nelson longer comin money expecting aint coming,2,Casual Communication
much hdd casing cost,2,Casual Communication
house maid murderer coz man murdered january public holiday govt instituitions closed including post office,2,Casual Communication
best exam later,2,Casual Communication
charge camera,2,Casual Communication
unless situation gurl would appropriate,2,Casual Communication
boo time get supposed take shopping today,2,Casual Communication
free,2,Casual Communication
jus finish lunch way home lor tot dun wan stay sch today,2,Casual Communication
thing got watch thk tonight already haf smth mind,2,Casual Communication
back urself lor,2,Casual Communication
adult would learn experience real danger dont like peeps using drugs dont need comment,2,Casual Communication
eatin later eatin wif frens lei going home first,2,Casual Communication
die want stuffs,2,Casual Communication
need say anything know outsider,2,Casual Communication
good time nice something bit different weekends change see soon,2,Casual Communication
affidavit says twiggs division courtroom time double check text tomorrow,2,Casual Communication
2marrow wed aha,2,Casual Communication
got outta class gonna gym,2,Casual Communication
place man,2,Casual Communication
every monday nxt week completing,2,Casual Communication
take exam march,2,Casual Communication
sent prices mean,2,Casual Communication
got wat buy tell need come,2,Casual Communication
whats plan,2,Casual Communication
come guoyang tell told,2,Casual Communication
think tantrum finished yeah point,2,Casual Communication
hai bored lecturer repeating last weeks stuff waste time,2,Casual Communication
eatin lor goin back work soon mountain deer show huh watch liao nice,2,Casual Communication
significant dont worry,2,Casual Communication
gonna way specific,2,Casual Communication
darlin supose worry much film stuff mate babysit call,2,Casual Communication
wow impressed funs shopping,2,Casual Communication
yes gauti sehwag odi series,2,Casual Communication
ever easier,2,Casual Communication
told coming wednesday,2,Casual Communication
pay like yrs difficult,2,Casual Communication
srsly better tho,2,Casual Communication
heard abt tat,2,Casual Communication
yes chatting,2,Casual Communication
alrite jod hows revision goin keris bin doin smidgin way wanna cum college,2,Casual Communication
sent latest version project,2,Casual Communication
meet depends wan lor,2,Casual Communication
well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money,2,Casual Communication
must come later normally bathe afternoon mah,2,Casual Communication
trying weekend,2,Casual Communication
please give pick tuesday evening,2,Casual Communication
yup finished,2,Casual Communication
awesome gonna soon later tonight,2,Casual Communication
sorry help,2,Casual Communication
nothing problem,2,Casual Communication
reached sch already,2,Casual Communication
wil reach,2,Casual Communication
leave need ask,2,Casual Communication
sure make sure knows smokin yet,2,Casual Communication
one interested may business plan,2,Casual Communication
never nothing,2,Casual Communication
dunno lei shd driving lor cos sch oni,2,Casual Communication
maybe fat fingers press buttons know,2,Casual Communication
changes report big cos already made changes previous report,2,Casual Communication
way stay,2,Casual Communication
project frens lor,2,Casual Communication
watching movie netflix,2,Casual Communication
taking derek amp taylor walmart back time done leave mouse desk text priscilla ready,2,Casual Communication
way make sure get train worc foregate street shrub hill fun night,2,Casual Communication
like think always possibility pub later,2,Casual Communication
yup studying surfing lor lazy mode today,2,Casual Communication
sch dun haf book sch home,2,Casual Communication
also maaaan missing,2,Casual Communication
gas station,2,Casual Communication
thk wat eat tonight,2,Casual Communication
pick 15pm taunton still want come,2,Casual Communication
chile please decimal hour drive come time subletting feb april audition season,2,Casual Communication
reached home tired come tomorro,2,Casual Communication
tomarrow want got court decimal come bus stand,2,Casual Communication
trip quite tiring lor uni starts today cos taking modules jus concentrating final project,2,Casual Communication
pls dont restrict eating anythin likes next two days,2,Casual Communication
get second half message,2,Casual Communication
outside players allowed play know,2,Casual Communication
weekend fine excuse much decorating,2,Casual Communication
gonna get rimac access,2,Casual Communication
dad gonna call gets work ask crazy questions,2,Casual Communication
hungry buy smth home,2,Casual Communication
dint touch,2,Casual Communication
spoons okay,2,Casual Communication
checked heading drop stuff,2,Casual Communication
dont make plans nxt wknd coz wants come,2,Casual Communication
cps causing outages conserve energy,2,Casual Communication
haf eaten wat time wan come,2,Casual Communication
anyway holla whenever around need excuse creep people sarasota,2,Casual Communication
missionary hook doggy hook standing,2,Casual Communication
hey great deal farm tour 9am 5pm pax deposit may,2,Casual Communication
got gas money chance gang want grand nature adventure,2,Casual Communication
collect laptop,2,Casual Communication
serious money base,2,Casual Communication
little difficult simple way enter place,2,Casual Communication
dropped omw back,2,Casual Communication
ask dad pick lar wan stay meh,2,Casual Communication
fuck sake like tallahassee,2,Casual Communication
cool shall see tip anyway home got something drop later lets town tonight maybe mum take,2,Casual Communication
lmao fish memory need,2,Casual Communication
sorry dont knw,2,Casual Communication
intrepid duo great time see soon,2,Casual Communication
wait til least wednesday see get,2,Casual Communication
aight sorry take ten years shower plan,2,Casual Communication
stop story told returned saying order,2,Casual Communication
today going college able atten class,2,Casual Communication
den wat schedule sun,2,Casual Communication
late,2,Casual Communication
yesterday cbe,2,Casual Communication
nite,2,Casual Communication
hows champ leaving glasgow,2,Casual Communication
haha yup hopefully lose mon hip hop orchard weigh,2,Casual Communication
ill little closer like bus stop street,2,Casual Communication
still area restaurant ill try come back soon,2,Casual Communication
lol grr mom taking forever prescription pharmacy like minutes away ugh,2,Casual Communication
still painting wall,2,Casual Communication
first time everything,2,Casual Communication
hope get txt journey hasnt mins late think,2,Casual Communication
simply sitting watching match office,2,Casual Communication
found enc,2,Casual Communication
jst change tat,2,Casual Communication
doesnt make sense take unless free need know wikipedia com,2,Casual Communication
samus shoulders yet,2,Casual Communication
lol play doors sometime,2,Casual Communication
studying sch going home anyway going sch later,2,Casual Communication
please tell special stock talking,2,Casual Communication
sure mean get made hold weed,2,Casual Communication
fine got enough bud last night least,2,Casual Communication
one days billion classes right,2,Casual Communication
like jerk,2,Casual Communication
dunno lets learn pilates,2,Casual Communication
also knows lunch menu know,2,Casual Communication
going buy mum present,2,Casual Communication
haf found feel stupid cam working,2,Casual Communication
alright make sure car back tonight,2,Casual Communication
still playing gautham,2,Casual Communication
grown right,2,Casual Communication
come home half hour,2,Casual Communication
press conference,2,Casual Communication
money steve mate,2,Casual Communication
got tallent wasting,2,Casual Communication
reckon need town eightish walk carpark,2,Casual Communication
taka lor wat time wan come look,2,Casual Communication
tell rob mack theater,2,Casual Communication
came hme,2,Casual Communication
havent mus ask 1st wat meet lunch den meet already lor wan ask 1st confirm asap,2,Casual Communication
yeah probably sure ilol let know personally wuldnt bother goin mite well,2,Casual Communication
kate jackson rec center 7ish right,2,Casual Communication
thanks picking trash,2,Casual Communication
worse uses half way stops better complete,2,Casual Communication
possession especially first offense,2,Casual Communication
get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go2 notxt,2,Casual Communication
wat time wan today,2,Casual Communication
smoking people use wylie smokes much justify ruining shit,2,Casual Communication
point hangin right makin happy,2,Casual Communication
usually take fifteen fucking minutes respond yes question,2,Casual Communication
shall start hear,2,Casual Communication
getting back time soon,2,Casual Communication
sen told going join uncle finance cbe,2,Casual Communication
help swoop picking wherever birds meeting want,2,Casual Communication
popped ask bout something said around tonght wen girl comes,2,Casual Communication
apo mokka players,2,Casual Communication
sure since parents working tuesday really need cover story,2,Casual Communication
farm open,2,Casual Communication
meeting call later,2,Casual Communication
check rooms befor activities,2,Casual Communication
place man,2,Casual Communication
stopped get ice cream back,2,Casual Communication
reach orchard already wan buy tickets first,2,Casual Communication
great attracts brothas,2,Casual Communication
mark works tomorrow gets work house meet afterwards,2,Casual Communication
guys never invite anywhere,2,Casual Communication
laptop got stock lei say mon muz come take look got,2,Casual Communication
dont know supports ass srt thnk think ps3 play usb,2,Casual Communication
surprised still guess right lor,2,Casual Communication
nvm,2,Casual Communication
run activate full version,2,Casual Communication
already back home probably,2,Casual Communication
found diff farm shop buy cheese way back call,2,Casual Communication
need get,2,Casual Communication
thk got wan come wat,2,Casual Communication
like shaking booty dance floor,2,Casual Communication
know around,2,Casual Communication
know mallika sherawat yesterday find url,2,Casual Communication
dled imp,2,Casual Communication
havent shopping lor juz arrive,2,Casual Communication
damn make tonight want wait til tomorrow,2,Casual Communication
yup elaborating safety aspects issues,2,Casual Communication
exact intentions,2,Casual Communication
mum going robinson already,2,Casual Communication
way could pick something tonight,2,Casual Communication
put party days week study lightly think need draw custom checkboxes know hardcore,2,Casual Communication
thursday night yeah sure thing work,2,Casual Communication
well might come,2,Casual Communication
lor shopping got stuff wan watch infernal affairs come lar,2,Casual Communication
next hours imma flip shit,2,Casual Communication
darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx,2,Casual Communication
think waiting bus inform get ever get,2,Casual Communication
545 lor dinner together,2,Casual Communication
gonna ring,2,Casual Communication
creep,2,Casual Communication
lor town lei,2,Casual Communication
time thinkin goin,2,Casual Communication
putting ready time,2,Casual Communication
fine babes aint much tho saw scary movie yest quite funny want 2mrw afternoon town mall sumthin,2,Casual Communication
awesome think get 8th usf time tonight,2,Casual Communication
able anything,2,Casual Communication
one stalk profiles,2,Casual Communication
yeah think usual guy still passed last night get ahold anybody let know throw,2,Casual Communication
haha yeah see sec,2,Casual Communication
give sec think think,2,Casual Communication
paper morn aft tmr,2,Casual Communication
still coming tonight,2,Casual Communication
hey babe sorry get sooner gary come fix cause thinks knows far ptbo says cost bucks know might cheaper find someone second hand machines right let know want babe,2,Casual Communication
come,2,Casual Communication
going lunch,2,Casual Communication
hello going village pub either come accordingly,2,Casual Communication
haha thinkin,2,Casual Communication
bot notes oredi cos juz rem got,2,Casual Communication
came hostel,2,Casual Communication
sure neighbors didnt pick,2,Casual Communication
come pass lar,2,Casual Communication
oops thk dun haf enuff check tell,2,Casual Communication
much trying get,2,Casual Communication
good later come find lucky told earlier later pple take finish,2,Casual Communication
waiting car dat bored wat cos wait outside got nothing home stuff watch wat,2,Casual Communication
wont anything,2,Casual Communication
jon pete ive bin spain recently hav sum dinero left bill said rents mayb interested hav 000pes around james,2,Casual Communication
school lab stuff give call done,2,Casual Communication
donno scorable,2,Casual Communication
haha dinner cousin,2,Casual Communication
noe car later lar wearing shorts,2,Casual Communication
fear fainting housework quick cuppa,2,Casual Communication
sorry battery died come getting gram place,2,Casual Communication
looked addie goes back monday sucks,2,Casual Communication
willing apps class,2,Casual Communication
dunno dat wat told lor,2,Casual Communication
yeah right bring tape measure fri,2,Casual Communication
hope day good back walk table booked half eight let know coming,2,Casual Communication
aight still want get money,2,Casual Communication
wanna watch movie,2,Casual Communication
late,2,Casual Communication
like question,2,Casual Communication
wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,2,Casual Communication
problem talk later,2,Casual Communication
cool let know kicks around day,2,Casual Communication
eng rocking ashes,2,Casual Communication
tell said eat shit,2,Casual Communication
watching lor,2,Casual Communication
lol snatch purse,2,Casual Communication
specialisation work slave labor look month sha cos shakara beggar,2,Casual Communication
come pick come immediately aft lesson,2,Casual Communication
wat time finish lect today,2,Casual Communication
wanna art,2,Casual Communication
let know kicks,2,Casual Communication
huh early dinner outside izzit,2,Casual Communication
stupid possible,2,Casual Communication
whos class,2,Casual Communication
yup paragon havent decided whether cut yet hee,2,Casual Communication
umma ask vava also come tell play later together,2,Casual Communication
yeah probably,2,Casual Communication
yar lor noe used dat route,2,Casual Communication
whats plan,2,Casual Communication
dad went oredi,2,Casual Communication
popping ibuprofens help,2,Casual Communication
home liao ask dad pick,2,Casual Communication
teach apps come college,2,Casual Communication
know msg recently,2,Casual Communication
need person give,2,Casual Communication
argh fuck nobody town,2,Casual Communication
need job aha,2,Casual Communication
tap spile seven pub gas broad canal,2,Casual Communication
yeah forgot take shopping,2,Casual Communication
lor ned toa payoh return smth wan send wat,2,Casual Communication
nosy guess idk reacting freaked,2,Casual Communication
probably,2,Casual Communication
time prob,2,Casual Communication
theres class tmrw right,2,Casual Communication
oops mum somerset bit far back tomo see soon,2,Casual Communication
rite well best mate pete went week 2geva longer week,2,Casual Communication
stupid possible,2,Casual Communication
thought slide enough,2,Casual Communication
game almost want walmart soon,2,Casual Communication
really tot paper ended long ago wat copied jus got use happy lar still haf study,2,Casual Communication
fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like hits,2,Casual Communication
sent part,2,Casual Communication
yup,2,Casual Communication
takin shower yeah leave done,2,Casual Communication
ffffffffff alright way meet sooner,2,Casual Communication
sorry help,2,Casual Communication
guess wants alone time could show watch,2,Casual Communication
sorry mail,2,Casual Communication
decide faster cos sis going home liao,2,Casual Communication
well imma definitely need restock thanksgiving let know,2,Casual Communication
many buy,2,Casual Communication
also track lighters find,2,Casual Communication
hey guy know breathing neck get bud anyway able get half track usf tonight,2,Casual Communication
lor tog lor,2,Casual Communication
sure checking happening around area,2,Casual Communication
dont know hopefully month,2,Casual Communication
yeah usual guy town definitely people around know,2,Casual Communication
good good player unsold,2,Casual Communication
cooked rather nice salmon,2,Casual Communication
need coz never,2,Casual Communication
know anyone otherwise able buy liquor guy flaked right get hold somebody loko night,2,Casual Communication
mean come chase stated watch many movies want,2,Casual Communication
lor,2,Casual Communication
hiya comin bristol week april les got rudi new yrs eve snoring drunk bak college yet work sends ink bath,2,Casual Communication
come get quite diff guess rite,2,Casual Communication
yes come nyc audiitions trying relocate,2,Casual Communication
sch neva mind eat 1st lor,2,Casual Communication
watch films,2,Casual Communication
sending home first lor ready yet,2,Casual Communication
cool want kappa meet outside,2,Casual Communication
one good partnership going take lead,2,Casual Communication
campus library,2,Casual Communication
come,2,Casual Communication
part checking,2,Casual Communication
take min,2,Casual Communication
poyyarikatur kolathupalayam unjalur post erode dis,2,Casual Communication
may free gym,2,Casual Communication
come around decimal vikky otside come tht time,2,Casual Communication
tell quite long cos finish film yet,2,Casual Communication
thkin goin yogasana den den rush parco okie lor call ready,2,Casual Communication
went ganesh dress shop,2,Casual Communication
way office,2,Casual Communication
tiwary rcb battle bang kochi,2,Casual Communication
hui xin lib,2,Casual Communication
none happening til get though,2,Casual Communication
somebody andros steal ice,2,Casual Communication
ill,2,Casual Communication
seems unnecessarily hostile,2,Casual Communication
little darlings far week need coffee run tomo believe time week already,2,Casual Communication
class reunion,2,Casual Communication
play computer aiyah tok lor,2,Casual Communication
finish liao,2,Casual Communication
making dinner,2,Casual Communication
fine simply sitting,2,Casual Communication
derp worse dude always wants party dude files complaint three drug abusers lives,2,Casual Communication
guess min,2,Casual Communication
outside islands head towards hard rock run,2,Casual Communication
geeeee internet really bad today,2,Casual Communication
still work going small house,2,Casual Communication
aww must nearly dead well jez iscoming todo workand whilltake forever,2,Casual Communication
login dat time dad fetching home,2,Casual Communication
waking afternoon sup,2,Casual Communication
busy come point figure tomorrow,2,Casual Communication
darling sister school resuming minimum wait period reapply take care,2,Casual Communication
way tirupur,2,Casual Communication
booked ticket pongal,2,Casual Communication
gimme minutes ago,2,Casual Communication
worry easy ingredients,2,Casual Communication
dont use hook,2,Casual Communication
piggy awake bet still sleeping going lunch,2,Casual Communication
yup,2,Casual Communication
need buy lunch eat maggi mee,2,Casual Communication
wait chikku send aftr mins,2,Casual Communication
thread wishlist section forums ppl post nitro requests start last page collect bottom,2,Casual Communication
antha num corrct dane,2,Casual Communication
watching got new job,2,Casual Communication
dont know exactly could ask chechi,2,Casual Communication
many dependents,2,Casual Communication
many things antibiotic used chest abdomen gynae infections even bone infections,2,Casual Communication
well obviously people cool college life went home,2,Casual Communication
also came room,2,Casual Communication
train back northampton afraid,2,Casual Communication
give something drink takes vomit temp might drop unmits however let know,2,Casual Communication
yeah leave hour least sound,2,Casual Communication
hmmm thk sure got time hop ard free abt muz call discuss liao,2,Casual Communication
height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane made students dey hurried plane didnt move said made students wont even start datz confidence,2,Casual Communication
come room cannot come house cos house still messy haha,2,Casual Communication
doubt could handle times per night case,2,Casual Communication
oops sorry check mind picking tomo half eight station would,2,Casual Communication
multiply numbers independently count decimal points division push decimal places like showed,2,Casual Communication
trying reach without success,2,Casual Communication
made eta taunton planned hope still okday good see,2,Casual Communication
office,2,Casual Communication
kallis wont play first two odi,2,Casual Communication
may approve panalam posts,2,Casual Communication
lol wtf random btw lunch break,2,Casual Communication
room number wanna make sure knocking right door,2,Casual Communication
bbq sat mine 6ish welcome come,2,Casual Communication
around got car back,2,Casual Communication
cool tyler take gonna buy drop place later tonight total order quarter got enough,2,Casual Communication
table occupied waiting tree,2,Casual Communication
carlos says pick later yeah set,2,Casual Communication
sorry completely forgot pop round week still,2,Casual Communication
come got nothing,2,Casual Communication
heads much left,2,Casual Communication
nice ready thursday,2,Casual Communication
chinese food way get fat paying lipo,2,Casual Communication
anytime,2,Casual Communication
also thk fast suggest one dun wan going rain leh got,2,Casual Communication
yup thk shop closes lor,2,Casual Communication
joined today,2,Casual Communication
wan come come lor din stripes skirt,2,Casual Communication
anything lor lor,2,Casual Communication
real getting need tickets one jacket done already used multis,2,Casual Communication
find time bus coz need sort stuff,2,Casual Communication
got called tool,2,Casual Communication
coughing nothing,2,Casual Communication
drug able eat,2,Casual Communication
yay finally lol missed cinema trip last week,2,Casual Communication
easy sen got selected means good,2,Casual Communication
probably money worries things coming due several outstanding invoices work two three months ago,2,Casual Communication
beerage,2,Casual Communication
decided yet,2,Casual Communication
yet chikku simple habba abt,2,Casual Communication
sat right okay thanks,2,Casual Communication
time get,2,Casual Communication
length top shorter got fringe thk going liao lazy dun wan distract also,2,Casual Communication
sounds haha wah yan jiu fast liao,2,Casual Communication
somebody set website play hold using eve online spacebucks,2,Casual Communication
going bus,2,Casual Communication
tomorrow going theatre come wherever call tell come tomorrow,2,Casual Communication
docs appointments next week tired shoving stuff ugh normal body,2,Casual Communication
back amp packing car let know room,2,Casual Communication
yijue regarding 3230 textbook intro algorithms second edition selling,2,Casual Communication
say bold torch later one torch 2bold,2,Casual Communication
forgot tell smth like number sections clearer,2,Casual Communication
thats going ruin thesis,2,Casual Communication
jos ask wana meet,2,Casual Communication
wait min,2,Casual Communication
bus come soon come otherwise tomorrow,2,Casual Communication
lar joking wif oni,2,Casual Communication
olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,2,Casual Communication
prob,2,Casual Communication
uworld site buying qbank buying self assessment also,2,Casual Communication
home first lar wait lor put stuff first,2,Casual Communication
hey around got enough half ten owe,2,Casual Communication
try figure much money everyone gas alcohol jay trying figure weed budget,2,Casual Communication
pin,2,Casual Communication
come medical college 7pm forward,2,Casual Communication
going ride bike,2,Casual Communication
dunno lei thk mum lazy neva ask yet,2,Casual Communication
jolly good way give tickets sat eve speak,2,Casual Communication
late said website dont slippers,2,Casual Communication
yes think office lap room think thats last days didnt shut,2,Casual Communication
wait till bus pick,2,Casual Communication
yup leaving right back soon,2,Casual Communication
welp apparently retired,2,Casual Communication
cud tell ppl gona bit cos buses hav gon past cos full still waitin pete,2,Casual Communication
though shd fun bar town something sound,2,Casual Communication
ard 530 like dat lor juz meet mrt station dun haf come,2,Casual Communication
cant try new invention fly joking,2,Casual Communication
wif family booking tour package,2,Casual Communication
coming home class right need work shower,2,Casual Communication
got ten bucks jay noncomittal,2,Casual Communication
see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need studdying ear training,2,Casual Communication
thought could dinner treat seem,2,Casual Communication
one small prestige problem,2,Casual Communication
hanging brother family,2,Casual Communication
reverse cheating mathematics,2,Casual Communication
pete phone still jenny college leanne,2,Casual Communication
leaving soon little,2,Casual Communication
okie,2,Casual Communication
got lots hair dresser china,2,Casual Communication
wait still clear sure sarcastic want live,2,Casual Communication
came look flat seems 50s away alot wiv work got woman coming,2,Casual Communication
pizza want,2,Casual Communication
sorry help,2,Casual Communication
hmmm thought said hours slave late punish,2,Casual Communication
house sky quite dark liao raining got excuse run already rite hee,2,Casual Communication
yunny walking citylink faster come hungry,2,Casual Communication
turn heater heater set degrees,2,Casual Communication
worry sure get,2,Casual Communication
goin got somethin unless meetin dinner lor haha wonder tis time,2,Casual Communication
thats bit weird even supposed happening good idea sure pub,2,Casual Communication
see swing bit got things take care firsg,2,Casual Communication
take major roles community outreach rock mel,2,Casual Communication
cab available pick drop door steps,2,Casual Communication
masters buy cos sale,2,Casual Communication
jordan got voted last nite,2,Casual Communication
sorry text amp drive coherently see twenty,2,Casual Communication
dun wan watch infernal affair,2,Casual Communication
pub,2,Casual Communication
well watch shrek,2,Casual Communication
min later,2,Casual Communication
wont trying sort house,2,Casual Communication
