SMS,Cluster,Cluster_Label
okay shining meant signing sounds better,0,Not Spam
still around could use half 8th,2,Not Spam
stuff sell tell,2,Not Spam
watching live,2,Not Spam
haha figures well found piece priscilla bowl,2,Not Spam
forced eat slice really hungry tho sucks mark getting worried knows sick turn pizza lol,2,Not Spam
meeting rite home lor dun feel like comin,2,Not Spam
got another job one hospital data analysis something starts monday sure thesis got finished,2,Not Spam
shopping ger toking abt syd leh haha,2,Not Spam
generally one uncountable noun dictionary pieces research,2,Not Spam
yup next stop,2,Not Spam
tonight yeah,2,Not Spam
cinema plus drink appeal tomo thriller director like mac,2,Not Spam
kay since already,2,Not Spam
lol please actually send pic right wanna see pose comb hair dryer something,0,Not Spam
gentle baby soon taking inches deep inside tight pussy,0,Not Spam
latest still scrounge ammo want give new try,2,Not Spam
many times lose best ones bcoz,0,Not Spam
imagine life without see fast searching worry always disturb goodnoon,0,Not Spam
thought get watch cos thats kind thing get4an18th loves much,0,Not Spam
pls pls find aunt nike,0,Not Spam
want kfc tuesday buy meals gravy mark,2,Not Spam
super good replacement murali,2,Not Spam
theory test going book think may coz thought wanna jiayin isnt free,2,Not Spam
take care understand,0,Not Spam
xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish merry xmas,0,Not Spam
dont think turns like randomlly within 5min opening,2,Not Spam
lol well without could big sale together,2,Not Spam
talk,2,Not Spam
sea lays rock rock envelope envelope paper paper words,0,Not Spam
dunno wat get,2,Not Spam
dont search love let love find thats called falling love bcoz dont force fall know smeone hold bslvyl,0,Not Spam
meet lobby,2,Not Spam
bruce amp fowler mom car park long story,2,Not Spam
pls pls drink plenty plenty water,0,Not Spam
goodo yes must speak friday egg potato ratio tortilla needed,2,Not Spam
wish holding tightly making see important much mean much need life,0,Not Spam
fine remember,2,Not Spam
ducking chinchillas,2,Not Spam
yay better told girls either,0,Not Spam
sunny california weather cool,0,Not Spam
long beach lor expected dinner,2,Not Spam
seen facebook huh lol,0,Not Spam
guy browsin compulsory,2,Not Spam
loverboy keeps coming queen hmmm ache speak miss desparately,0,Not Spam
sister going earn,2,Not Spam
chad gymnastics class wanna take site says christians class full,2,Not Spam
sucks got planned valentine valentine,0,Not Spam
place man,2,Not Spam
going try months joking,2,Not Spam
much buzy,2,Not Spam
thanx lot help,0,Not Spam
thanx lot,0,Not Spam
thanx birthday already,0,Not Spam
thanx 2day goodmate think rite sary asusual cheered love franyxxxxx,0,Not Spam
ask next sat make lor,2,Not Spam
happen,2,Not Spam
siva hostel aha,2,Not Spam
aight dats straight dogg,2,Not Spam
hey still gym,2,Not Spam
sez hows arab boy hope good give love evry1 love eshxxxxxxxxxxx,0,Not Spam
cal sir meeting,2,Not Spam
wake,0,Not Spam
thats cool either raglan edward behind cricket ground gimme ring closeby see tuesday,2,Not Spam
dad says hurry hell,2,Not Spam
meh thgt clash really dun mind dun seen lost weight gee,0,Not Spam
tired arguing week week want,2,Not Spam
pls ask macho much budget bold cos saw new one dollars,2,Not Spam
tell anything,2,Not Spam
usually body takes care buy making sure doesnt progress pls continue talk saturday,0,Not Spam
collecting laptop going configure settings izzit,2,Not Spam
got job whats,2,Not Spam
really crashed cuddled sofa,2,Not Spam
like seconds,2,Not Spam
paying attention,2,Not Spam
reach ard mins,2,Not Spam
night sweet sleep well see exorcism emily rose may never sleep hugs snogs,0,Not Spam
msgs time pass silently say thinking right also making think least moment swt drms shesil,0,Not Spam
wonderful okors great month cherish guys wish well day mojibiola,0,Not Spam
yeah worse,2,Not Spam
people table lambda,2,Not Spam
make list,2,Not Spam
sister got placed birla soft,2,Not Spam
well boy glad wasted night applebees nothing,0,Not Spam
thesmszone com lets send free anonymous masked messages sending message see potential abuse,0,Not Spam
hiya probably coming home weekend next,2,Not Spam
still havent got urself jacket,2,Not Spam
much textin bout,2,Not Spam
thanks lovely wisheds rock,0,Not Spam
nervous,2,Not Spam
going nothing great bye,0,Not Spam
want send virtual hug need one,0,Not Spam
omg could snow tonite,2,Not Spam
cool breeze bright sun fresh flower twittering birds waiting wish goodmorning amp nice day,0,Not Spam
escape theatre going watch kavalan minutes,2,Not Spam
god gonna google nearby cliffs,2,Not Spam
yup msg tat yijue tot group mate cos meeting today mah askin leaving earlier wat mah cos mayb haf walk far,2,Not Spam
lifted hopes offer money need especially end month approaches hurts studying anyways gr8 weekend,0,Not Spam
honeybee said sweetest world god laughed amp said wait havnt met person reading msg moral even god crack jokes,0,Not Spam
whole car appreciated last two dad map reading semi argument apart things going,2,Not Spam
hope arnt pissed would really like see tomorrow love xxxxxxxxxxxxxx,0,Not Spam
ill obey,2,Not Spam
yes innocent fun,0,Not Spam
reach ten morning,2,Not Spam
okie,2,Not Spam
tell headache want use hour sick time,2,Not Spam
said okay sorry,0,Not Spam
fighting world easy either win lose fightng some1 close dificult lose lose win still lose,0,Not Spam
know old dom told yesterday name roger got touch last night wants meet today,2,Not Spam
dis yijue would happy work wif gek1510,2,Not Spam
need strong arms,2,Not Spam
cool see,2,Not Spam
smith waste wanna gayle,0,Not Spam
jus came back lunch wif sis leh,2,Not Spam
dear denying words please,0,Not Spam
mind blastin tsunamis occur rajnikant stopped swimming indian ocean,2,Not Spam
juan coming home fri hey course expect welcome party lots presents ill phone get back loads love nicky,0,Not Spam
reached home finally,2,Not Spam
joy father john john joy father ans ths hav tis ias question try answer,0,Not Spam
thanks message really appreciate sacrifice sure process direct pay find way back test tomorrow class wonderful day,0,Not Spam
one best dialogue cute reltnship wen die dont come near body bcoz hands may come wipe tears time gud ni8,0,Not Spam
special,2,Not Spam
jot things want remember later,2,Not Spam
havent still waitin usual come back sch oredi,2,Not Spam
keep seeing weird shit bein woah realising actually reasonable,2,Not Spam
yup giving problems mayb jus leave,2,Not Spam
life spend someone lifetime may meaningless moments spent someone really love means life,0,Not Spam
course make stink,2,Not Spam
asking like,2,Not Spam
water logging desert geoenvironmental implications,2,Not Spam
think thanks see tomo,0,Not Spam
dare stupid wont tell anything hear wont talk,0,Not Spam
also wan watch show,2,Not Spam
class get text,2,Not Spam
realise busy guy trying bother get exams outta way try cars gr8 day,2,Not Spam
world suffers lot violence bad people silence good people gud night,0,Not Spam
today yellow rose day love frndship give misscall amp send frndz amp see many miss calls get get 6missed marry lover,0,Not Spam
feeling sleepy today shall get dear,0,Not Spam
good stuff,2,Not Spam
watching lor funny bluff wat izzit thk impossible,2,Not Spam
way 2day normal way real unique hope know rest mylife hope find wot lost,0,Not Spam
pandy joined technologies today got job,2,Not Spam
wont call disturb one know avoiding burden,2,Not Spam
nice talking please dont forget pix want see,0,Not Spam
wat makes people dearer happiness dat feel meet pain feel miss dem,0,Not Spam
hey want anything buy,2,Not Spam
hamster dead hey tmr meet 1pm orchard mrt,2,Not Spam
yup home look timings msg xuhui going learn 2nd may lesson 8am,2,Not Spam
freezing craving ice fml,0,Not Spam
tell half come need prepare,2,Not Spam
sending greetings joy happiness gr8 evening,0,Not Spam
anything lor juz lor,2,Not Spam
probably gonna swing wee bit,2,Not Spam
correct work today,2,Not Spam
got mail panren paru,2,Not Spam
roommate also wants dubsack another friend may also want plan bringing extra tell know sure,2,Not Spam
simple arithmetic percentages,2,Not Spam
sorry going home first daddy come fetch later,2,Not Spam
haha get used driving usf man know lot stoners,2,Not Spam
ever get song stuck head reason away til listen like times,0,Not Spam
flippin shit yet,2,Not Spam
gam gone outstanding innings,2,Not Spam
honeybee said sweetest world god laughed amp said wait havnt met person reading msg moral even god crack jokes,0,Not Spam
guess spent last night phasing fourth dimension,2,Not Spam
get dump heap mom decided come lowes boring,2,Not Spam
wot wanna missy,0,Not Spam
dint tell anything angry told abi,0,Not Spam
company good environment terrific food really nice,0,Not Spam
think still car,2,Not Spam
luck love someone fortune love one loves miracle love person love anyone except gud nyt,0,Not Spam
wait min stand bus stop,2,Not Spam
roger,2,Not Spam
abt making pics bigger,2,Not Spam
mom might back later,2,Not Spam
interested like,2,Not Spam
yes one woman man please tell likes dislikes bed,0,Not Spam
gloucesterroad uup later,2,Not Spam
really quite funny lor wat shd haf run shorter distance wat,2,Not Spam
feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,0,Not Spam
jay wants work first sound,2,Not Spam
hello peach cake tasts lush,0,Not Spam
time smile two crucial things life sometimes time makes forget smile sometimes someone smile makes forget time gud noon,0,Not Spam
okie scared say fat dun wan already,2,Not Spam
remember old commercial,2,Not Spam
night worrying appt shame missed girls night quizzes popcorn hair,2,Not Spam
know people still town,2,Not Spam
great run ttyl,0,Not Spam
miss vday parachute double coins must know well,0,Not Spam
yar else thk sorts funny things,0,Not Spam
exactly anyways far jide study visiting,2,Not Spam
laptop take,2,Not Spam
yeah see,2,Not Spam
free day finish mon thurs,2,Not Spam
nooooooo gonna bored death day cable internet outage,2,Not Spam
webpage available,2,Not Spam
wait till end march nino gets,2,Not Spam
aathi dear,0,Not Spam
heard job going wildlife talk tonight want2come that2worzels wizzle whatever,2,Not Spam
friends help problems give stupid suggestion lands another problem helps forgt previous problem,0,Not Spam
happy birthday may dreams come true,0,Not Spam
think asking gym excuse lazy people jog,2,Not Spam
give plus said grinule greet whenever speak,0,Not Spam
planning come chennai,2,Not Spam
remember day,0,Not Spam
first time use type words,2,Not Spam
thinkin someone good drugs,0,Not Spam
first time dhoni rocks,0,Not Spam
much 8th fifty,2,Not Spam
delhi chennai still silent,2,Not Spam
moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish find today good morning,0,Not Spam
apart one told yesterday,2,Not Spam
shhhhh nobody supposed know,2,Not Spam
yeah leave couple minutes amp let know get,2,Not Spam
minimum walk 3miles day,2,Not Spam
pls full name joke school cos fees university florida seem actually pls holla back,2,Not Spam
many model sony ericson also der luks good forgot modl,0,Not Spam
two teams waiting players,2,Not Spam
good thing getting connection,2,Not Spam
trip got postponed still stocked,2,Not Spam
whatsup dont want sleep,0,Not Spam
today workin free oso gee thgt workin fren shop,2,Not Spam
howz persons story,0,Not Spam
cheers tex mecause werebored yeah okden hunny uin sat sound likeyour havin gr8fun keep updat countinlots loveme xxxxx,0,Not Spam
tired slept well past nights,0,Not Spam
lovely night wake see message hope smile knowing great morning,0,Not Spam
thing good thanx got exams march ive done revision fran still boyf ive gotta interviw exeter bit worried,0,Not Spam
hope much fun without see tomorrow love jess,0,Not Spam
done handed celebrations full swing yet,2,Not Spam
honey sweetheart darling sexy buns sugar plum loverboy miss boytoy smacks ass gym,0,Not Spam
yeah got one lined,2,Not Spam
yes outside like hours called whole family wake cause started,2,Not Spam
telling tell one treat,2,Not Spam
going,2,Not Spam
keep ten shelf buy two egg,2,Not Spam
ello babe,0,Not Spam
think might give miss teaching til twelve lecture two damn working thing,2,Not Spam
taking half day leave bec well,2,Not Spam
send friends receive something voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny irritating lovable reply,0,Not Spam
lor anyway thk cant get tickets cos like quite late already wan look frens darren wif,2,Not Spam
poor girl one day lmao,0,Not Spam
well leave class babe never came back hope nice sleep love,0,Not Spam
dont worry guess busy,2,Not Spam
good good job like entrepreneurs,0,Not Spam
thinking going reg pract lessons flung advance haha wat time going,2,Not Spam
horrible eat macs eat forgot abt already rite take long reply thk toot prepared wat shall eat,2,Not Spam
plm come way,2,Not Spam
used hope agents drop since booked things year whole boston nyc experiment,2,Not Spam
wat time wan meet later,2,Not Spam
husband,0,Not Spam
hello darling today would love chat dont tell look like sexy,0,Not Spam
make time tonight whenever cool text whenever around,2,Not Spam
kate lovely see tonight ill phone tomorrow got sing guy gave card xxx,0,Not Spam
love ass enjoy doggy style,0,Not Spam
nah man car meant crammed full people,2,Not Spam
anybody number still thought tactful way ask alex,0,Not Spam
hiya sorry hav signal seen heard neither unusual put case get sort hugs snogs,0,Not Spam
much would cost hire hitman,2,Not Spam
think match,2,Not Spam
called ubandu run without installing hard disk use copy important files system give repair shop,2,Not Spam
miserable tell side effects birth control massive gut wrenching cramps first months sleep last night,0,Not Spam
thought see,2,Not Spam
confirm eating esplanade,2,Not Spam
bluray player,2,Not Spam
mah pick tomorrow,2,Not Spam
nothing jus tot would ask cos gua went faber yest yest jus went already mah today going jus call lor,2,Not Spam
babe thanks coming even though didnt well wanted bed hope see soon love kisses xxx,0,Not Spam
literally bed like hours,0,Not Spam
boo way moms making tortilla soup yummmm,0,Not Spam
thats cool gentleman treat dignity respect,0,Not Spam
dunno dad said coming home bring lunch yup lor call reach school lor,2,Not Spam
shuhui say change suntec steamboat noe,2,Not Spam
lol knew saw dollar store,2,Not Spam
sometimes put walls around hearts safe getting hurt find cares enough break walls amp get closer goodnoon,0,Not Spam
texted finished long time ago showered ything,0,Not Spam
nah perpetual,2,Not Spam
none nowhere ikno doesdiscount shitinnit,2,Not Spam
thanks honey great day,0,Not Spam
uncles atlanta wish guys great semester,0,Not Spam
aight wat happening side,2,Not Spam
one day training,2,Not Spam
thank much skyped wit sura didnt get pleasure company hope good given ultimatum countin aburo enjoy,0,Not Spam
cold dont sad dear,0,Not Spam
way,2,Not Spam
jokin lar depends phone father get lor,2,Not Spam
know watchin lido,2,Not Spam
yes office,2,Not Spam
sorry sent blank msg yup trying serious studying,0,Not Spam
shall come get pickle,2,Not Spam
happy birthday may find prince charming soon dun work hard,0,Not Spam
konw waht rael friendship gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams,0,Not Spam
found dis pierre cardin one looks normal costs sale,2,Not Spam
home always chat,2,Not Spam
shall fine avalarr hollalater,2,Not Spam
big hitter anyway good,2,Not Spam
every king crying baby every great building map imprtant today wil reach tomorw gud ni8,0,Not Spam
sorry lot friend friend stuff talk actual guy wants buy,0,Not Spam
still tonight,2,Not Spam
guy kinda flaky one friend interested picking worth tonight possible,2,Not Spam
gonna head usf like fifteen minutes,2,Not Spam
lol well quality aint bad aint complaining,0,Not Spam
even friend priest call,2,Not Spam
normal pilates intro,2,Not Spam
alright babe justthought sayhey doin nearly endof offdam nevamind 2hook uwant lovejen,0,Not Spam
test,2,Not Spam
prob take time,2,Not Spam
play one day last year know even though good team like india,0,Not Spam
bill thats bad,2,Not Spam
babe home wanna something,0,Not Spam
dear know birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,0,Not Spam
dont file bag work called tell find anything room,2,Not Spam
keep payasam rinu brings,0,Not Spam
wake already thanx tau sar piah quite nice,0,Not Spam
noice text,2,Not Spam
hmm shall bring bottle wine keep amused joking still bring bottle red white see tomorrow,0,Not Spam
decimal common car better buy china asia find less expensive holla,2,Not Spam
arestaurant eating squid wanna dosomething late,2,Not Spam
means get door,2,Not Spam
onluy matters getting offcampus,2,Not Spam
gal boy walking park gal hold hand boy think would run away gal jst wana feels walking heaven prince,0,Not Spam
long applebees fucking take,2,Not Spam
taking ure practical lessons start june,2,Not Spam
fine sends greetings,0,Not Spam
wait lect havent finish,2,Not Spam
good morning love sleep wish great day full feeling better opportunity last thought babe love kiss,0,Not Spam
later showing around want cld drink wld prefer spend money nosh mind nxt,2,Not Spam
yesterday going home,2,Not Spam
way home,2,Not Spam
kent vale lor wait,2,Not Spam
shb lor thanx,0,Not Spam
promise take good care princess run please send pics get chance ttyl,0,Not Spam
yeah probs last night obviously catching speak soon,2,Not Spam
ryder unsold gibbs,2,Not Spam
yes baby study positions kama sutra,0,Not Spam
long quit get like minutes day,2,Not Spam
okay lor wah like def wont let haha say terms conditions,2,Not Spam
sorry light turned green meant another friend wanted worth may around,2,Not Spam
yes always available work place,2,Not Spam
normally use drink water daily,2,Not Spam
send contents page,2,Not Spam
necessarily respectful,0,Not Spam
easy sen got selected means good,2,Not Spam
guess worried must know way body repairs quite sure worry take slow first tests guide ovulation relax nothing said reason worry keep followin,0,Not Spam
want perumbavoor,2,Not Spam
like,2,Not Spam
take care financial problem help,0,Not Spam
dont search love let love find thats called falling love bcoz dont force fall know smeone hold bslvyl,0,Not Spam
pick bout 30ish time going,2,Not Spam
nope still market,2,Not Spam
good registered vote,2,Not Spam
superior telling friday leave department except leave way call waheed fathima conform,0,Not Spam
lost ill always intend hurt never knew felt iwas marine itried2tell urmom careabout,0,Not Spam
waited yesterday,2,Not Spam
say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls,0,Not Spam
yes last practice,2,Not Spam
hey got mail,2,Not Spam
heart empty without love mind empty without wisdom eyes empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,0,Not Spam
last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt shows really know messy wednesday bad problem time clean choose skype take pictures sleep want mind things make bed throw laundry top friend house embarassed underwear bras strewn bed pillows floor something else used good least making bed,0,Not Spam
happened interview,2,Not Spam
whens radio show,2,Not Spam
well computerless time make oreo truffles,2,Not Spam
rather prominent bite mark right cheek,2,Not Spam
sign maturity start saying big things actually start understanding small things nice evening bslvyl,0,Not Spam
shopping lor raining mah hard leave orchard,2,Not Spam
still got lessons sch,2,Not Spam
ugh gotta drive back butt sore,2,Not Spam
convey regards,0,Not Spam
living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,0,Not Spam
yeah barely enough room two many fucking shoes sorry man see later,2,Not Spam
telling coulda real valentine never pick nothing,0,Not Spam
one,2,Not Spam
ready,2,Not Spam
either way works years old hope doesnt bother,0,Not Spam
babe lost,0,Not Spam
dear good morning feeling dear,0,Not Spam
raji pls favour pls convey birthday wishes nimya pls today birthday,0,Not Spam
yah never cancel leh haha,2,Not Spam
love aathi love lot,0,Not Spam
nutter cutter ctter cttergg cttargg ctargg ctagg,2,Not Spam
trouble classes well due dodgey one expecting mine tomo see recovery time place,2,Not Spam
turns friends staying whole show back til feel free ahead smoke worth,0,Not Spam
den muz change plan liao back yan jiu,2,Not Spam
dog must always wait till end day word run time cell already,2,Not Spam
norm tomorrow finish cos tests need sort library stuff point tomo got letter today access til end march better get move,2,Not Spam
ask darren pick lor oso sian tmr haf meet lect,2,Not Spam
think wil,2,Not Spam
almost see sec,2,Not Spam
yes plm office,2,Not Spam
pick another 8th done,2,Not Spam
supervisor find one lor thk students havent ask yet tell aft ask,2,Not Spam
sorry never hear unless book one kinda joke thet really looking skinny white girls one line much camera something like casting look,2,Not Spam
going wipro interview today,2,Not Spam
hiya like hlday pics looked horrible took hows camp amrca thing speak soon serena,0,Not Spam
work timing,2,Not Spam
lol mad first woke gave,0,Not Spam
still checked,2,Not Spam
would lovely sure think wot want drinkin dancin eatin cinema wot,0,Not Spam
lol drunkard hair moment yeah still tonight wats plan,2,Not Spam
today accept day accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy,0,Not Spam
came ago,2,Not Spam
hey whats plan sat,2,Not Spam
wat time liao still got,2,Not Spam
ask meeting tmr nite,2,Not Spam
hey girl hope well del bak long time give call sum time lucyxx,0,Not Spam
fyi ride early tomorrow morning crashing place tonight,2,Not Spam
birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes,0,Not Spam
nope juz work,2,Not Spam
babe said hours almost internet,0,Not Spam
guess useless calling something important,2,Not Spam
cab available pick drop door steps,2,Not Spam
going bus,2,Not Spam
pass dis contacts see wat get red luv wid blue put smile face purple realy hot pink swt orange thnk lyk green realy wana wid yelow wnt bck black jealous brown miss plz giv one color,0,Not Spam
hello yeah got bath need hair come done yeah,0,Not Spam
change windows logoff sound,2,Not Spam
april cant wait,2,Not Spam
paper today morn aft,2,Not Spam
hey glad better hear treated urself digi cam good 9pm fab new year coupla wks,0,Not Spam
adult would learn experience real danger dont like peeps using drugs dont need comment,2,Not Spam
back urself lor,2,Not Spam
thing got watch thk tonight already haf smth mind,2,Not Spam
jus finish lunch way home lor tot dun wan stay sch today,2,Not Spam
ugh wanna get bed warm,0,Not Spam
free,2,Not Spam
boo time get supposed take shopping today,2,Not Spam
unless situation gurl would appropriate,2,Not Spam
charge camera,2,Not Spam
best exam later,2,Not Spam
means february april getting place stay hustle back forth audition season since sister moved away harlem,2,Not Spam
hanks lotsly,0,Not Spam
goal arsenal henry liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins,2,Not Spam
want inside every night,2,Not Spam
yijue meeting esaplanade tonight,2,Not Spam
daaaaa home babe still,0,Not Spam
neva mind,0,Not Spam
got rumour going buy apartment chennai,2,Not Spam
yeah sorry tell pub cafe sit come wen,2,Not Spam
money money aint thing sha,0,Not Spam
come home,0,Not Spam
oops let know roommate done,2,Not Spam
lay man let know missed thought great day send bimbo ugo numbers ill appreciate safe,0,Not Spam
aiyo poor thing dun wan eat bathe already,0,Not Spam
told asking wats matter,0,Not Spam
want finally lunch today,2,Not Spam
lover need,0,Not Spam
need drug anymore,2,Not Spam
asked money far,2,Not Spam
well know take care worries,0,Not Spam
head mins see,2,Not Spam
helloooo wake sweet morning welcomes enjoy day full joy gud mrng,0,Not Spam
got room soon put clocks back til shouted everyone get realised wahay another hour bed,0,Not Spam
smile pleasure smile pain smile trouble pours like rain smile sum1 hurts smile becoz someone still loves see smiling,0,Not Spam
havent lei next mon,2,Not Spam
get home,2,Not Spam
new years plans,2,Not Spam
sir good morning hope good weekend called let know able raise dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,0,Not Spam
eatin later eatin wif frens lei going home first,2,Not Spam
come round,2,Not Spam
parked next mini coming today think,2,Not Spam
said got wisdom teeth hidden inside mayb need remove,2,Not Spam
lemme know,2,Not Spam
yes watching footie worried going blow phil neville,2,Not Spam
height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane made students dey hurried plane didnt move said made students wont even start datz confidence,2,Not Spam
didnt know meant yep baby jontin,2,Not Spam
yeah jay sort fucking retard,2,Not Spam
dunno jus say lido time 930,2,Not Spam
wat time finish,2,Not Spam
house maid murderer coz man murdered january public holiday govt instituitions closed including post office,2,Not Spam
sorry pain meet another night spent late afternoon casualty means done stuff42moro includes time sheets sorry,2,Not Spam
uncles atlanta wish guys great semester,0,Not Spam
lol nah bad thanks good home quite reality check hows day anything website,0,Not Spam
much hdd casing cost,2,Not Spam
parents kidz friends colleagues screaming surprise waiting sofa naked,0,Not Spam
pls tell nelson longer comin money expecting aint coming,2,Not Spam
dunno lei decide lor abt leona oops tot ben going msg,2,Not Spam
way going back,2,Not Spam
got hip hop open haha thinking jazz zoom cine actually tonight free leh lesson tonight,2,Not Spam
btw regarding really try see anyone else 4th guy commit random dude,2,Not Spam
nothing,2,Not Spam
aiyar poor thing give support jia think,0,Not Spam
allo braved buses taken trains triumphed mean ham jolly good rest week,0,Not Spam
take something pain moves however side next 6hrs see doctor,2,Not Spam
nan sonathaya soladha boss,0,Not Spam
hhahhaahahah rofl wtf nig leonardo room something,2,Not Spam
like spoiled,2,Not Spam
probably eat today think gonna pop weekend miss,2,Not Spam
gorgeous keep pix cumming thank,0,Not Spam
hey project started aha,2,Not Spam
necessarily expect done get back though headin,2,Not Spam
ffffffffff alright way meet sooner,2,Not Spam
takin shower yeah leave done,2,Not Spam
yup,2,Not Spam
find sitter kaitlyn sick slept day yesterday,0,Not Spam
sent part,2,Not Spam
good morning dear shijutta great amp successful day,0,Not Spam
fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like hits,2,Not Spam
thankyou much call appreciate care,0,Not Spam
really tot paper ended long ago wat copied jus got use happy lar still haf study,2,Not Spam
nothing anyway give treat,0,Not Spam
skint fancied bevies waz gona meet othrs spoon jst bin watchng planet earth sofa comfey dont make hav night,0,Not Spam
game almost want walmart soon,2,Not Spam
thought slide enough,2,Not Spam
know need get hotel got invitation apologise cali sweet come english bloke weddin,0,Not Spam
haiyoh maybe hamster jealous million,0,Not Spam
sorry help,2,Not Spam
stupid possible,2,Not Spam
thanks temales wonderful thank great week,0,Not Spam
hey babe doin wot 2nite love annie,0,Not Spam
pls give food preferably pap slowly loads sugar take hour give water slowly,0,Not Spam
huh early dinner outside izzit,2,Not Spam
argh fuck nobody town,2,Not Spam
need job aha,2,Not Spam
okie thanx,0,Not Spam
tap spile seven pub gas broad canal,2,Not Spam
hey guy know breathing neck get bud anyway able get half track usf tonight,2,Not Spam
also track lighters find,2,Not Spam
many buy,2,Not Spam
well imma definitely need restock thanksgiving let know,2,Not Spam
yes princess want please every night wish command,0,Not Spam
working eyes philosophy text later bit free chat,0,Not Spam
decide faster cos sis going home liao,2,Not Spam
sorry mail,2,Not Spam
lovely night xxx,0,Not Spam
guess wants alone time could show watch,2,Not Spam
congrats great wanted tell tell score cos might make relax motivating thanks sharing,0,Not Spam
rite well best mate pete went week 2geva longer week,2,Not Spam
happy birthday dear lots love rakhesh nri,0,Not Spam
okie,2,Not Spam
sorry joined league people dont keep touch mean great deal friend times even great personal cost great week,0,Not Spam
good morning pookie pie lol hope wake,0,Not Spam
meeting darren,2,Not Spam
wonders world 7th 6th style 5th smile 4th personality 3rd nature 2nd sms 1st lovely friendship good morning dear,0,Not Spam
haha sounds crazy dunno tahan anot,2,Not Spam
alright head minutes text meet,2,Not Spam
yeah get random dude need change info sheets party never study safe,2,Not Spam
better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,0,Not Spam
training process,2,Not Spam
lara said loan,2,Not Spam
nice line said broken heart plz cum times infront wise trust good,0,Not Spam
means could keep words,0,Not Spam
room,2,Not Spam
thats late well good night give call tomorrow iam going sleep night night,0,Not Spam
people game mall iouri kaila,2,Not Spam
leaving qatar tonite search opportunity went fast pls add prayers dear rakhesh,0,Not Spam
boy late home father power frndship,0,Not Spam
elaine today meeting confirmed,2,Not Spam
oops mum somerset bit far back tomo see soon,2,Not Spam
theres class tmrw right,2,Not Spam
time prob,2,Not Spam
probably,2,Not Spam
get step outta way congrats,0,Not Spam
nosy guess idk reacting freaked,2,Not Spam
lor ned toa payoh return smth wan send wat,2,Not Spam
yeah forgot take shopping,2,Not Spam
like jerk,2,Not Spam
hui xin lib,2,Not Spam
awake,0,Not Spam
one days billion classes right,2,Not Spam
good afternoon love good see words get smart move slave smiles drink coffee await,0,Not Spam
cool shall see tip anyway home got something drop later lets town tonight maybe mum take,2,Not Spam
double eviction week spiral michael good riddance,2,Not Spam
still west coast haiz take forever come back,2,Not Spam
take post come must 1000s texts happy reading one wiv hello caroline end favourite bless,0,Not Spam
right work,2,Not Spam
ooh 4got gonna start belly dancing moseley weds want join cafe,2,Not Spam
get second half message,2,Not Spam
believe attached seeing every day know best get babe teach class midnight,0,Not Spam
pls dont restrict eating anythin likes next two days,2,Not Spam
call say coming today tell fool like,0,Not Spam
trip quite tiring lor uni starts today cos taking modules jus concentrating final project,2,Not Spam
tomarrow want got court decimal come bus stand,2,Not Spam
gentle princess make sweet gentle love,0,Not Spam
really hope work doesnt get stressful gr8 day,0,Not Spam
zoe hit fucking shitin defo try hardest cum 2morow luv millions lekdog,0,Not Spam
reached home tired come tomorro,2,Not Spam
fuck sake like tallahassee,2,Not Spam
lmao fish memory need,2,Not Spam
let snow let snow kind weather brings ppl together friendships grow,0,Not Spam
sure mean get made hold weed,2,Not Spam
stupid say challenge god dont think write instead respond immed,0,Not Spam
outside players allowed play know,2,Not Spam
sorry dont knw,2,Not Spam
weekend fine excuse much decorating,2,Not Spam
lol know hey someone great inpersonation flea forums love,0,Not Spam
good night going sleep,0,Not Spam
haf eaten wat time wan come,2,Not Spam
cps causing outages conserve energy,2,Not Spam
like made throw smoking friend car one time awesome,0,Not Spam
dont make plans nxt wknd coz wants come,2,Not Spam
checked heading drop stuff,2,Not Spam
excellent spent years air force iraq afghanistan stable honest like traveling,0,Not Spam
really good dhanush rocks,0,Not Spam
spoons okay,2,Not Spam
dint touch,2,Not Spam
hungry buy smth home,2,Not Spam
released vday shirts put makes bottom half naked instead white underwear,0,Not Spam
dad gonna call gets work ask crazy questions,2,Not Spam
